n,replicate,variant,label,nrmse,calibrated_nrmse,norm_ratio,cosine,scale
240,15,fixed,fixed-centre comparator,0.3460448054808256,,,,
240,16,ot,oracle rows + true directions,0.2517326852299048,0.2457341762824914,1.0239638003594664,0.9693372553486044,0.9466518787171136
240,16,oo,oracle rows + oracle-fit directions,0.2548611096665728,0.2493757436841175,1.0209988538339911,0.9684068042212391,0.948489609547296
240,16,ft,RFD rows + true directions,1.3477365120972693,0.9102835876500618,1.4078552127752242,0.413985253426897,0.2940538555884818
240,16,of,oracle rows + RFD directions,0.2576674812594634,0.2536778851889084,1.0124557920069064,0.9672887524240542,0.9553886303585448
240,16,ff,complete RFD,1.3591215289657426,0.9149817406670004,1.408492632310594,0.4034952468691373,0.2864730972764935
240,16,fixed,fixed-centre comparator,0.4555050083556937,,,,
240,19,ot,oracle rows + true directions,0.2376382813112991,0.2285876967520839,1.0384819093172444,0.9735233252950736,0.9374485164937748
240,19,oo,oracle rows + oracle-fit directions,0.2372147715904606,0.2283350981265167,1.0378782536985156,0.9735826020238624,0.938050873071544
240,19,ft,RFD rows + true directions,1.4754234885016968,0.8859550092764992,1.643583973594854,0.4637711952438167,0.2821706725634798
240,19,of,oracle rows + RFD directions,0.2381233721812446,0.2294074380713394,1.0371659560522648,0.9733304820858868,0.9384520157127474
240,19,ff,complete RFD,1.477831995612082,0.8863537843509758,1.6455331831436946,0.4630086057156001,0.2813729984047173
240,19,fixed,fixed-centre comparator,0.3516892818317857,,,,
240,18,ot,oracle rows + true directions,0.3031492252230075,0.2886875017982478,1.0499381293101433,0.9574233788170656,0.9118855217174904
240,18,oo,oracle rows + oracle-fit directions,0.3035045959868025,0.2898164566335582,1.047201394127784,0.957082243835068,0.913942866388393
240,18,ft,RFD rows + true directions,0.7949746551421087,0.67226710791299,1.1646218125570764,0.7403086759037097,0.6356644431021493
240,18,of,oracle rows + RFD directions,0.3036690041556972,0.2906850821197129,1.044665507895985,0.9568187827551544,0.9159092317331712
240,18,ff,complete RFD,0.8029611528092415,0.6773112956647654,1.1669691074428277,0.7356965466582783,0.6304336095669282
240,18,fixed,fixed-centre comparator,0.4587840398066814,,,,
240,17,ot,oracle rows + true directions,0.2856110461628239,0.2719353304317488,1.0496358910927048,0.9623155283289236,0.9168089015392968
240,17,oo,oracle rows + oracle-fit directions,0.2868522667853727,0.2730938185240745,1.0497597761880106,0.9619874044310248,0.9163881358878948
240,17,ft,RFD rows + true directions,0.9609682709925405,0.7804784484774974,1.1858192972231965,0.6251826864702499,0.5272158143607754
240,17,of,oracle rows + RFD directions,0.2877938240782478,0.2752362830413311,1.045461530594061,0.9613766111662964,0.9195714840124384
240,17,ff,complete RFD,0.9708894182039514,0.786517171899929,1.186793320010746,0.6175684077950695,0.5203672765780969
240,17,fixed,fixed-centre comparator,0.4374598732716049,,,,
240,22,ot,oracle rows + true directions,0.2983224922142985,0.2855578378641383,1.0446924138225966,0.9583614773322008,0.917362340007328
240,22,oo,oracle rows + oracle-fit directions,0.2996968776105773,0.2868510532212127,1.0447777965023275,0.9579751944940332,0.916917642872112
240,22,ft,RFD rows + true directions,1.159165906785154,0.7842032591122947,1.4741379350974215,0.6205040277046194,0.420926707692121
240,22,of,oracle rows + RFD directions,0.3015602711524751,0.2889644591363145,1.0435844687057767,0.9573398254308956,0.9173572951101512
240,22,ff,complete RFD,1.1646308470512,0.7860794545787941,1.4774531684036845,0.6181254654915179,0.4183722900397392
240,22,fixed,fixed-centre comparator,0.368335743482189,,,,
240,21,ot,oracle rows + true directions,0.3158129811531674,0.3003706386669866,1.0513690558144355,0.9538225618147156,0.9072195501092084
240,21,oo,oracle rows + oracle-fit directions,0.3199380805648739,0.3043735059177702,1.0511283409062449,0.9525527643628594,0.9062192762699204
240,21,ft,RFD rows + true directions,0.9111278582330776,0.7241445539885464,1.2426117242535843,0.689648218245164,0.5549989628976211
240,21,of,oracle rows + RFD directions,0.3214918554791542,0.3063644068993164,1.0493712901338967,0.9519143082154138,0.9071282177864348
240,21,ff,complete RFD,0.9213239039519284,0.7292426897661913,1.2473207114256928,0.6842551420505153,0.5485799568487953
240,21,fixed,fixed-centre comparator,0.454712824568803,,,,
240,20,ot,oracle rows + true directions,0.2736639874762512,0.2595394395569849,1.052515326363504,0.965732509194159,0.9175472176075722
240,20,oo,oracle rows + oracle-fit directions,0.275685771448092,0.2612719870544074,1.0532401806959828,0.965265221988569,0.9164720827026558
240,20,ft,RFD rows + true directions,0.8442285085866698,0.648043931984543,1.302676737166373,0.7616029557571404,0.5846446275027566
240,20,of,oracle rows + RFD directions,0.2759768823019217,0.2632601437654858,1.04753391630646,0.964724881354563,0.9209485882386736
240,20,ff,complete RFD,0.8519562430583543,0.6535381163552806,1.3034440339721292,0.7568936057800933,0.5806874603380767
240,20,fixed,fixed-centre comparator,0.3419911127373352,,,,
240,23,ot,oracle rows + true directions,0.2662758793233755,0.2564933812092495,1.0380581491517726,0.9665459872121176,0.9311096762757558
240,23,oo,oracle rows + oracle-fit directions,0.2654231958781836,0.2559068129695896,1.0371370708788528,0.9667014549879128,0.9320864928381608
240,23,ft,RFD rows + true directions,0.7320915776683401,0.6557660597425456,1.080431438748704,0.7549641547051994,0.6987617424198219
240,23,of,oracle rows + RFD directions,0.2675293683902672,0.2600367458929249,1.0284704458694487,0.9655987214083388,0.9388687106045528
240,23,ff,complete RFD,0.7444551712562208,0.6652651860649196,1.0807264884572598,0.7466071471731356,0.690838204806953
240,23,fixed,fixed-centre comparator,0.3824974621413628,,,,
240,24,ot,oracle rows + true directions,0.250174625190951,0.2413550168688612,1.0362783572554584,0.9704368891546898,0.9364635306336544
240,24,oo,oracle rows + oracle-fit directions,0.2471561768420252,0.2383951162770048,1.0363905176772368,0.9711682493447124,0.9370678646513472
240,24,ft,RFD rows + true directions,1.193908007673882,0.808627947528442,1.4666922448053008,0.5883203570130302,0.4011205207477783
240,24,of,oracle rows + RFD directions,0.2483510916286088,0.2403033850809956,1.033407862819698,0.9706978330657872,0.9393172511937312
240,24,ff,complete RFD,1.196589728788137,0.8097799327491493,1.4676897024753266,0.5867337219870556,0.3997668723828354
240,24,fixed,fixed-centre comparator,0.3620094159856382,,,,
240,25,ot,oracle rows + true directions,0.2540758251994007,0.2459346128532651,1.0330883893784293,0.9692864211370724,0.9382415203797384
240,25,oo,oracle rows + oracle-fit directions,0.2548949725170191,0.246573872758552,1.0337209979729378,0.9691239989149218,0.9375102187295348
240,25,ft,RFD rows + true directions,0.8130154012668818,0.6541322378326349,1.2391897520343425,0.7563802056030215,0.6103828766831664
240,25,of,oracle rows + RFD directions,0.252760411585234,0.2448902160470636,1.0321336217334374,0.969550814596338,0.9393655958692698
240,25,ff,complete RFD,0.8142156498555683,0.6549013427953574,1.2395029290563675,0.7557143846750819,0.6096914875791432
240,25,fixed,fixed-centre comparator,0.3116399217870316,,,,
240,27,ot,oracle rows + true directions,0.2494791459720804,0.2424551650931693,1.0289447278682446,0.9701626115861424,0.942871453937194
240,27,oo,oracle rows + oracle-fit directions,0.2481625154880493,0.2412975125117483,1.0284179429403977,0.9704511891154768,0.9436350228787476
240,27,ft,RFD rows + true directions,1.0603016405259331,0.7978719909531038,1.301139059403013,0.6028269121833647,0.4633070599386609
240,27,of,oracle rows + RFD directions,0.2483447594024598,0.2416928537869084,1.0274464460509038,0.9703528041018586,0.9444315154639052
240,27,ff,complete RFD,1.0648588391046887,0.7996246974522208,1.303724572676259,0.6005000776223466,0.4606034819069587
240,27,fixed,fixed-centre comparator,0.4106775261223284,,,,
240,26,ot,oracle rows + true directions,0.2637723964454516,0.2548857842494326,1.0348616232985903,0.96697116657507,0.934396584823465
240,26,oo,oracle rows + oracle-fit directions,0.2631752574762237,0.2545410501186883,1.0339205517308392,0.967061969991828,0.9353348943232762
240,26,ft,RFD rows + true directions,0.8169144546354211,0.6664125456865637,1.2180697627788046,0.7455832072623106,0.6121022211087467
240,26,of,oracle rows + RFD directions,0.2612364838842861,0.252951030493434,1.0327498781023343,0.9674790830670756,0.936799029059008
240,26,ff,complete RFD,0.8191064513927854,0.667721960524886,1.2188396425381558,0.7444107625718495,0.6107536517450824
240,26,fixed,fixed-centre comparator,0.308655283524767,,,,
240,28,ot,oracle rows + true directions,0.2638627893968117,0.2603100522300994,1.008678853696176,0.9655250782387595,0.9572175273633576
240,28,oo,oracle rows + oracle-fit directions,0.2639469494999032,0.2604359240285316,1.0083994270193537,0.965491133815016,0.9574491098917352
240,28,ft,RFD rows + true directions,1.156025723444103,0.9064238678775788,1.139858779745755,0.422369236263544,0.3705452322416233
240,28,of,oracle rows + RFD directions,0.2636074773894846,0.2609286336957516,1.00284342704859,0.9653580932056604,0.9626209507567391
240,28,ff,complete RFD,1.1656018560044334,0.910170035131072,1.1423956750804536,0.4142348454071711,0.3626019026883995
240,28,fixed,fixed-centre comparator,0.3283520156283398,,,,
240,30,ot,oracle rows + true directions,0.2586544414915387,0.2520035219857059,1.02600448639223,0.9677263171510836,0.9431989138311944
240,30,oo,oracle rows + oracle-fit directions,0.2588401741511542,0.2521264989906412,1.0262644499139733,0.9676942846305968,0.9429287789435888
240,30,ft,RFD rows + true directions,1.06686810402887,0.8638051506007699,1.1299635587034047,0.5038260233409758,0.4458781165643069
240,30,of,oracle rows + RFD directions,0.261742597614983,0.2553813022716597,1.024195257838428,0.9668404162270172,0.9440000906346128
240,30,ff,complete RFD,1.0752025868695538,0.8670593214450413,1.134026218906665,0.4982049107498487,0.4393239789730586
240,30,fixed,fixed-centre comparator,0.2760353421450545,,,,
240,29,ot,oracle rows + true directions,0.2476765156240285,0.2398966475159059,1.0323878392760582,0.9707984335126572,0.940342763232673
240,29,oo,oracle rows + oracle-fit directions,0.2481812761652211,0.2404626211291878,1.0320723526022109,0.9706583991496084,0.9404945270573748
240,29,ft,RFD rows + true directions,0.8499830074712131,0.6440536066133414,1.3196569011026564,0.76498036040695,0.5796812487910765
240,29,of,oracle rows + RFD directions,0.2485027595705677,0.2416146486332773,1.0284754904658453,0.9703722798832508,0.9435054980685276
240,29,ff,complete RFD,0.8534885514297293,0.6459955683958384,1.3211336235110394,0.7633411593861148,0.5777925455848003
240,29,fixed,fixed-centre comparator,0.2930099566791646,,,,
240,31,ot,oracle rows + true directions,0.27401963846009,0.2626204321921168,1.0431122059305704,0.9648992219891288,0.9250195870619048
240,31,oo,oracle rows + oracle-fit directions,0.2731530712424175,0.2618712452818253,1.0427948468777766,0.9651028188201224,0.9254963444724806
240,31,ft,RFD rows + true directions,1.0053608904668692,0.7372137075059398,1.3592285610972692,0.6756596402519146,0.4970905258983614
240,31,of,oracle rows + RFD directions,0.272589570427541,0.2619300310613933,1.0405701934731657,0.9650868659494738,0.9274596485684956
240,31,ff,complete RFD,1.0118805501752088,0.7402201101140824,1.3622750800789638,0.6723646247258224,0.4935600999813113
240,31,fixed,fixed-centre comparator,0.3597695529794366,,,,
240,32,ot,oracle rows + true directions,0.3037655736767735,0.2915390509184852,1.0418730854199154,0.9565589275050173,0.9181146349696584
240,32,oo,oracle rows + oracle-fit directions,0.3031376224413259,0.2908845324719241,1.042072918288138,0.9567581662931288,0.9181297676028662
240,32,ft,RFD rows + true directions,0.5648592563097456,0.49352486934537,1.144502830866882,0.8697316846807613,0.7599209553916086
240,32,of,oracle rows + RFD directions,0.3042119587206039,0.292158432863372,1.041154165355119,0.956369933711228,0.9185670725190128
240,32,ff,complete RFD,0.5664810963398278,0.4947464244018644,1.144948254193072,0.8690373844326665,0.7590189174489289
240,32,fixed,fixed-centre comparator,0.4681794867002981,,,,
240,33,ot,oracle rows + true directions,0.2468563532611087,0.243514142245843,1.0103809439488485,0.9698973463858284,0.9599323425432004
240,33,oo,oracle rows + oracle-fit directions,0.2480515209297497,0.2450255683613097,1.0081433938931033,0.9695166171083492,0.96168523543502
240,33,ft,RFD rows + true directions,0.9378032576727374,0.7734089368739439,1.1642974329366258,0.6339074193945959,0.5444548802239783
240,33,of,oracle rows + RFD directions,0.2468033678653771,0.2438321953653457,1.0079980979313352,0.9698174366876045,0.9621222884030366
240,33,ff,complete RFD,0.939603048568672,0.7745916775083385,1.1643090127997808,0.6324616455839974,0.5432077211728654
240,33,fixed,fixed-centre comparator,0.3745892698679036,,,,
240,34,ot,oracle rows + true directions,0.3113394081100686,0.2973008743170079,1.0472198613579948,0.9547838447158304,0.9117319867078372
240,34,oo,oracle rows + oracle-fit directions,0.3134387015433302,0.3001823303756373,1.0440726849860538,0.9538818420172658,0.913616317842859
240,34,ft,RFD rows + true directions,0.722263017645659,0.5879780712761681,1.2283356316651557,0.8088768680697684,0.6585145356186072
240,34,of,oracle rows + RFD directions,0.3144279073662356,0.3022020860248153,1.0400701924738978,0.9532438823314052,0.9165187977015588
240,34,ff,complete RFD,0.730404268175321,0.5947324846859188,1.2279327135205749,0.8039236727820085,0.6546968444851502
240,34,fixed,fixed-centre comparator,0.4436713099986983,,,,
240,35,ot,oracle rows + true directions,0.2879669057415724,0.2788900591277504,1.0320536001286376,0.9603230367536332,0.930497249981916
240,35,oo,oracle rows + oracle-fit directions,0.2872347466833533,0.2781507596992881,1.0322030048205666,0.9605374302330486,0.9305702713004832
240,35,ft,RFD rows + true directions,1.017692746651973,0.7501621517229854,1.3489713562291672,0.6612539195515901,0.490191223481586
240,35,of,oracle rows + RFD directions,0.2872224756287883,0.2785167142374724,1.0306110829326247,0.9604313821873806,0.9319047680473742
240,35,ff,complete RFD,1.0199859290997686,0.751675792077348,1.3489925798358184,0.6595327919102215,0.4889076498778749
240,35,fixed,fixed-centre comparator,0.423947999164747,,,,
240,38,ot,oracle rows + true directions,0.2535724451324088,0.239773620155278,1.053336984089201,0.9708288268678638,0.9216697424778258
240,38,oo,oracle rows + oracle-fit directions,0.2514145430618261,0.2382074502270193,1.051628742940674,0.9712142969789632,0.9235334270753692
240,38,ft,RFD rows + true directions,1.111233267596302,0.8103996528930268,1.3462009328619475,0.5858774638018274,0.4352080358140036
240,38,of,oracle rows + RFD directions,0.2497624182500852,0.2386907470125232,1.0446346891152607,0.9710956324124846,0.9296030875970058
240,38,ff,complete RFD,1.1117550328324977,0.8105853934569448,1.3465084732527357,0.5856204572197338,0.4349177660984643
240,38,fixed,fixed-centre comparator,0.4058350008167745,,,,
240,36,ot,oracle rows + true directions,0.2809245982497109,0.2734561000620822,1.0262303563827904,0.9618844844048772,0.9372988027710304
240,36,oo,oracle rows + oracle-fit directions,0.2837488767248621,0.2759324970852309,1.0273183960988372,0.961177016502324,0.9356174484486212
240,36,ft,RFD rows + true directions,0.7555012233896357,0.6638852989249185,1.1084427999047024,0.7478344134040447,0.6746711814703829
240,36,of,oracle rows + RFD directions,0.2847828014278898,0.2780054556734557,1.022338790905271,0.9605794952089048,0.9395901864961232
240,36,ff,complete RFD,0.7652580019675461,0.6701811920174185,1.1116254358405646,0.7421975275262725,0.6676687160950522
240,36,fixed,fixed-centre comparator,0.4101783219929486,,,,
240,37,ot,oracle rows + true directions,0.2669846599718017,0.2603717582094693,1.024562281330555,0.9655084399045456,0.9423618822378288
240,37,oo,oracle rows + oracle-fit directions,0.2662217922359702,0.2599561096622354,1.0230387552996911,0.9656204332185996,0.9438747341841692
240,37,ft,RFD rows + true directions,1.2251809584153506,0.9259015292322076,1.1801206943876137,0.3777649509489461,0.3201070473092375
240,37,of,oracle rows + RFD directions,0.2678994325758229,0.2621698349334169,1.0201314914895028,0.9650217498331244,0.9459778056886446
240,37,ff,complete RFD,1.232830320532027,0.928873187446782,1.1809934804198814,0.3703978963796303,0.3136324649717303
240,37,fixed,fixed-centre comparator,0.4095846270362505,,,,
240,39,ot,oracle rows + true directions,0.266015088497905,0.2536642836594355,1.0474076020007017,0.9672923194130848,0.9235108830272142
240,39,oo,oracle rows + oracle-fit directions,0.265316749628017,0.2532191260428197,1.046611548746509,0.9674089487936892,0.9243247410678028
240,39,ft,RFD rows + true directions,1.1014675398898612,0.6384045053445813,1.6672924977339438,0.769701037777487,0.4616472747424977
240,39,of,oracle rows + RFD directions,0.2654620954046949,0.253800870259914,1.045071928166088,0.9672564904177744,0.9255405913688012
240,39,ff,complete RFD,1.1049112715737626,0.6404212373832464,1.6684068585476444,0.768023852955435,0.4603336704237737
240,39,fixed,fixed-centre comparator,0.4037769671672803,,,,
240,40,ot,oracle rows + true directions,0.2997193713125202,0.2915944093159016,1.025855847368496,0.9565420536786192,0.9324332030979996
240,40,oo,oracle rows + oracle-fit directions,0.3002851555846536,0.2920762265317843,1.0261277651019334,0.9563950428013284,0.9320428462495816
240,40,ft,RFD rows + true directions,0.6293648402977582,0.5664362338419631,1.098423079505741,0.8241055715082463,0.7502624324673426
240,40,of,oracle rows + RFD directions,0.3019959693333395,0.293925532792239,1.0251777752707705,0.9558283220185508,0.9323537293481584
240,40,ff,complete RFD,0.6337990448211769,0.5693230989049999,1.1006321569603057,0.8221138662333873,0.7469469804551941
240,40,fixed,fixed-centre comparator,0.4119052967053129,,,,
240,42,ot,oracle rows + true directions,0.2988925227817808,0.2853479957361678,1.0473804925371206,0.9584239778560176,0.9150676231656564
240,42,oo,oracle rows + oracle-fit directions,0.2971001873704517,0.2838125494286935,1.0467373836309664,0.9588797822390384,0.9160652874676508
240,42,ft,RFD rows + true directions,1.6672408896097193,0.8662619764520343,1.924118844678214,0.4995900200698721,0.2596461343599712
240,42,of,oracle rows + RFD directions,0.2984288016146672,0.2850902938535243,1.0467235301870053,0.9585006647626862,0.9157152171705192
240,42,ff,complete RFD,1.671220420928425,0.8667762825973031,1.9275696610864,0.4986971785831562,0.258718109467486
240,42,fixed,fixed-centre comparator,0.4443626500979267,,,,
240,41,ot,oracle rows + true directions,0.2833052197863039,0.2733958262670274,1.036175231732703,0.9619016177238549,0.9283194466203878
240,41,oo,oracle rows + oracle-fit directions,0.2818709593050908,0.2727049094274285,1.0333947801153294,0.9620977249605042,0.9310069524960556
240,41,ft,RFD rows + true directions,0.7561693469365538,0.5988467926331984,1.2625719579266923,0.8008636082086209,0.634311258998452
240,41,of,oracle rows + RFD directions,0.282453721967023,0.2734397302878592,1.0326762763820432,0.9618891380507958,0.9314527311702672
240,41,ff,complete RFD,0.7618749810929963,0.6030308510469907,1.2633435513826723,0.79771786534184,0.6314338364008539
240,41,fixed,fixed-centre comparator,0.4146196713370608,,,,
240,43,ot,oracle rows + true directions,0.2690287306364072,0.2591785079215803,1.0379609759664905,0.9658294368218148,0.9305065018677502
240,43,oo,oracle rows + oracle-fit directions,0.2686378295594795,0.2592589322542989,1.036171830344142,0.9658078515141412,0.9320923646354764
240,43,ft,RFD rows + true directions,1.1850247643643643,0.8039718678690689,1.4652492797368255,0.5946673319387239,0.405847209865568
240,43,of,oracle rows + RFD directions,0.2676850625732626,0.2588721527534653,1.034032819264819,0.9659115945720844,0.934120829219746
240,43,ff,complete RFD,1.1867551070564686,0.80474946180782,1.4658336109751235,0.593614608748828,0.4049672516063641
240,43,fixed,fixed-centre comparator,0.4077136831052405,,,,
240,44,ot,oracle rows + true directions,0.2709450887133032,0.2631736775099393,1.029175614157119,0.9647484726424264,0.9373992731381828
240,44,oo,oracle rows + oracle-fit directions,0.2734091291642382,0.2655677400669437,1.0291024123194774,0.9640922027667976,0.9368282410239868
240,44,ft,RFD rows + true directions,0.7993846110536968,0.5859913995804186,1.35403579741317,0.8103172709610614,0.5984459735179374
240,44,of,oracle rows + RFD directions,0.2730312252924359,0.2671924519046677,1.0198058412677409,0.9636431879306636,0.9449280921285363
240,44,ff,complete RFD,0.81919916465649,0.596125841912835,1.3647817971125191,0.8028910141505595,0.5882925870269099
240,44,fixed,fixed-centre comparator,0.3170924076954572,,,,
240,46,ot,oracle rows + true directions,0.3085864006175912,0.2977231767750762,1.0358093565363369,0.9546522455904854,0.9216486021933284
240,46,oo,oracle rows + oracle-fit directions,0.3101323497487756,0.2992630287917871,1.0355568578956698,0.9541706553852756,0.921408272380353
240,46,ft,RFD rows + true directions,0.8502957490756956,0.73193942765495,1.114113895866866,0.6813697045247492,0.6115799354558732
240,46,of,oracle rows + RFD directions,0.3108085821250091,0.3004895478334201,1.0332080663652423,0.9537851076856184,0.923129753565486
240,46,ff,complete RFD,0.8526796179574582,0.7333299176043067,1.114947386460401,0.6798729527981394,0.6097803008951992
240,46,fixed,fixed-centre comparator,0.4665123521346004,,,,
240,45,ot,oracle rows + true directions,0.2820321725953761,0.2777475818316607,1.0096278296298222,0.9606540900796005,0.9514932749346084
240,45,oo,oracle rows + oracle-fit directions,0.2832534757256808,0.2789917154163595,1.009244037129024,0.9602935086363112,0.9514978273917164
240,45,ft,RFD rows + true directions,0.6141370022184583,0.5374500343657216,1.1404684707121868,0.8432955950082299,0.7394291176516421
240,45,of,oracle rows + RFD directions,0.2841902214626398,0.2804821878789396,1.005617554913974,0.9598592304513424,0.9544972895122678
240,45,ff,complete RFD,0.6203289177408946,0.5421507096997744,1.1417453183652917,0.8402812671790504,0.7359620868707691
240,45,fixed,fixed-centre comparator,0.380079180486165,,,,
240,47,ot,oracle rows + true directions,0.2693489045187834,0.2609553695534274,1.0320676368238109,0.9653508663181664,0.935356203290159
240,47,oo,oracle rows + oracle-fit directions,0.2685362082338159,0.260370020585242,1.031229129986165,0.9655089084935676,0.936270010629472
240,47,ft,RFD rows + true directions,0.6654565252097056,0.6021113922594665,1.081774508702421,0.7984120936655249,0.7380577812128453
240,47,of,oracle rows + RFD directions,0.2682685591660364,0.2605995702305954,1.029132797557748,0.9654469762734922,0.9381170035243366
240,47,ff,complete RFD,0.6684247443336361,0.6044311545934435,1.0820599335393872,0.7966573789006396,0.7362414541076256
240,47,fixed,fixed-centre comparator,0.382848547709145,,,,
240,48,ot,oracle rows + true directions,0.3114685954246423,0.2985596665947236,1.0431311051818044,0.9543909709772236,0.9149290690654704
240,48,oo,oracle rows + oracle-fit directions,0.3119652343472815,0.3003290733401318,1.0382439149500704,0.953835650259864,0.9187009300273477
240,48,ft,RFD rows + true directions,0.83737581935052,0.6799087291405923,1.2220936204110249,0.7332967475984224,0.600033201508567
240,48,of,oracle rows + RFD directions,0.3101877065775402,0.2984683916052467,1.0388768017514032,0.9544195195052212,0.918703274436585
240,48,ff,complete RFD,0.8395920322270307,0.6820292608872672,1.2209684980369282,0.7313248849133798,0.5989711332349712
240,48,fixed,fixed-centre comparator,0.4781874763528946,,,,
240,49,ot,oracle rows + true directions,0.266232637405545,0.2557982061827035,1.0405346361148,0.9667301990285144,0.9290706579822652
240,49,oo,oracle rows + oracle-fit directions,0.2678756922708216,0.2572724255368249,1.040959861121172,0.9663389152147394,0.9283152514391269
240,49,ft,RFD rows + true directions,0.9852152536399978,0.7926424018994562,1.1948082798482325,0.6096868234684598,0.5102800455533366
240,49,of,oracle rows + RFD directions,0.2673180927212002,0.2571710219414618,1.0393181387269692,0.9663659066179768,0.9298076023205468
240,49,ff,complete RFD,0.9886974588673632,0.7943173687946411,1.1962156673721094,0.6075030186189678,0.5078540895167782
240,49,fixed,fixed-centre comparator,0.328902400151382,,,,
240,50,ot,oracle rows + true directions,0.2651780888933357,0.258221122600189,1.0264287830159011,0.9660858408252851,0.941210785210725
240,50,oo,oracle rows + oracle-fit directions,0.264647420404257,0.2579397211487523,1.0253670702029194,0.9661610115574444,0.9422586697330176
240,50,ft,RFD rows + true directions,1.020935021376236,0.7584918133775069,1.3350554431543904,0.6516825676963451,0.48813146378145
240,50,of,oracle rows + RFD directions,0.2670296791448562,0.2601349014247373,1.025860611598233,0.9655722826700974,0.94123146142222
240,50,ff,complete RFD,1.0247145439773964,0.7594462484929858,1.338524480401316,0.6505700543753381,0.4860352305101541
240,50,fixed,fixed-centre comparator,0.3916473715574073,,,,
240,52,ot,oracle rows + true directions,0.3237666647674417,0.307685965596951,1.0522560139395716,0.9514879644928106,0.9042361857648188
240,52,oo,oracle rows + oracle-fit directions,0.3235914177820654,0.3074609433900819,1.0524525937155402,0.951560701316359,0.9041364019608747
240,52,ft,RFD rows + true directions,0.9880885520123548,0.713363466015332,1.384483899528047,0.7007942389564803,0.5061772399053337
240,52,of,oracle rows + RFD directions,0.326120648023224,0.3108877632611302,1.048952852885247,0.9504466311447956,0.9060908967743398
240,52,ff,complete RFD,0.9972421445556416,0.7180953805804638,1.387920796555321,0.6959446992319134,0.5014296932210955
240,52,fixed,fixed-centre comparator,0.47899003147592,,,,
240,51,ot,oracle rows + true directions,0.2785113471797356,0.2693827047583171,1.0337546954491788,0.9630332073075638,0.9315877466356896
240,51,oo,oracle rows + oracle-fit directions,0.2798520483718683,0.2710223399148202,1.0323158726322736,0.9625730576258074,0.9324404314072676
240,51,ft,RFD rows + true directions,0.6691698473009302,0.5798651542797378,1.1486955308900435,0.8147124663659788,0.7092501402305578
240,51,of,oracle rows + RFD directions,0.2783462271182135,0.2694874565473374,1.032668330432298,0.9630038996617027,0.932539394578478
240,51,ff,complete RFD,0.6707496083410612,0.5811581997256551,1.1486938495373082,0.8137906038359227,0.7084486472733494
240,51,fixed,fixed-centre comparator,0.4299982279313243,,,,
240,53,ot,oracle rows + true directions,0.2858080772541617,0.2736645663495924,1.0442506892111687,0.9618251946818036,0.9210673304974024
240,53,oo,oracle rows + oracle-fit directions,0.2852932198762027,0.2731962913276323,1.0441532453047602,0.9619583080387776,0.9212807721131088
240,53,ft,RFD rows + true directions,1.1589838871834015,0.8324772571073762,1.360424684895206,0.5540592174118031,0.4072693060950172
240,53,of,oracle rows + RFD directions,0.2900303415712247,0.2791673375437257,1.0388757733169778,0.9602424681551778,0.9243092319780106
240,53,ff,complete RFD,1.1680995601276256,0.8362664363766665,1.363869153268788,0.5483233055323027,0.4020351250104417
240,53,fixed,fixed-centre comparator,0.3933028064927973,,,,
240,54,ot,oracle rows + true directions,0.2816507350504925,0.2730311006974492,1.0311511005074492,0.9620052068736112,0.9329430055403032
240,54,oo,oracle rows + oracle-fit directions,0.2817115050351068,0.2731501965472106,1.0308941240311449,0.9619713977692996,0.9331427693153068
240,54,ft,RFD rows + true directions,0.8821813438784039,0.624876526785141,1.4034380121767602,0.7807235914668768,0.5562936051988211
240,54,of,oracle rows + RFD directions,0.2825829191635329,0.274305022381528,1.029538693984932,0.9616427375570769,0.9340520596024836
240,54,ff,complete RFD,0.88467500054534,0.6259003700706471,1.405121852296162,0.7799030239365835,0.555042982686601
240,54,fixed,fixed-centre comparator,0.3761971312808159,,,,
240,55,ot,oracle rows + true directions,0.2594128059146408,0.2560936951965258,1.008016479511374,0.9666519638838938,0.9589644450579506
240,55,oo,oracle rows + oracle-fit directions,0.2581909400517883,0.2549722765079241,1.0075894727339356,0.9669483637776976,0.9596650123328851
240,55,ft,RFD rows + true directions,0.9151658538747676,0.7554726822806325,1.1716969109628568,0.6551801479957297,0.5591720366125461
240,55,of,oracle rows + RFD directions,0.2584930432178688,0.2557987857827837,1.003954158604217,0.9667300456653104,0.9629224973870728
240,55,ff,complete RFD,0.9265155957601316,0.7615240882276382,1.1758791707872407,0.64813660832348,0.5511932045616202
240,55,fixed,fixed-centre comparator,0.5517047596254117,,,,
240,56,ot,oracle rows + true directions,0.2789050384548764,0.2673078016836342,1.0432011439095006,0.9636111970909548,0.9237060395464344
240,56,oo,oracle rows + oracle-fit directions,0.2792654521615215,0.2683346929534555,1.040692956758397,0.963325745818918,0.9256579854441735
240,56,ft,RFD rows + true directions,0.871557174859312,0.7141417890090049,1.1996143398111676,0.7000010751356156,0.5835217635409423
240,56,of,oracle rows + RFD directions,0.2810604157501686,0.2714180689664452,1.0354491440356628,0.9624615482389548,0.9295111727918968
240,56,ff,complete RFD,0.8759149482214106,0.7180511699320816,1.1976171813074723,0.6959903141274084,0.5811458995332517
240,56,fixed,fixed-centre comparator,0.4499090193696237,,,,
