metric,median_improvement_percent,positive_pair_percent,paired_draws
centre_path_rms,17.017344883471434,82.91666666666667,480
lag_row_error,41.519587610991785,78.54166666666667,480
operator_error,46.78974271511299,77.70833333333333,480
loading_subspace_error,9.275134757339057,64.375,480
null_eigenvalue,9.014590546973402,67.08333333333333,480
factor_score_nrmse,10.18631167064877,79.375,480
observation_reconstruction_rms,0.35931994576487347,88.54166666666666,480
signal_reconstruction_rms,0.627716895779683,86.875,480
