matrix_size,method,loading_angle_degrees,factor_nrmse_percent,observation_reconstruction_rms
2,known centre + noise,0.4740789554883139,38.32049846952519,0.11315658552964089
2,full RFD,0.5859010625188559,44.106258156022164,0.11330633955061756
2,one-centre RFM-compatible,7.484395689485111,50.92761923970339,0.12807243289300685
3,known centre + noise,0.6960767309828491,27.273568298695317,0.16301862751389085
3,full RFD,0.6577250612096089,35.27236875995976,0.16323504801922506
3,one-centre RFM-compatible,17.26226510458133,37.99351308665017,0.20800268059312235
4,known centre + noise,0.9298764551158377,21.41580416268588,0.17855913652635505
4,full RFD,0.9066584232265086,30.350614714648344,0.1788368587356139
4,one-centre RFM-compatible,17.28457407489194,32.876105728711934,0.22229835811981996
